ingred_clean,dfg_clean,ingred_desc,simple_name,ingred_code,sample_id,Similarity,match,replace
lemon caffeine without carbonated sprite lime beverage,sprite,"Beverages, carbonated, SPRITE, lemon-lime, without caffeine",Sprite,14145,766,0.407,,
caffeine pepper calorie without carbonated cola type aspartame beverage low,pepper red steamed bell whole seed,"Beverages, carbonated, low calorie, cola or pepper-type, with aspartame, without caffeine",Steamed whole red bell pepper w/o seed,14146,143,0.401,n,
caffeine without carbonated cola beverage,cola coca,"Beverages, carbonated, cola, without caffeine",Coca cola,14147,765,0.277,,
carbonated beverage cola regular,cola coca,"Beverages, carbonated, cola, regular",Coca cola,14148,765,0.295,,
sugar caffeine contains reduced carbonated cola sweetener beverage,sugar table,"Beverages, carbonated, reduced sugar, cola, contains caffeine and sweeteners",Table sugar,14149,773,0.324,n,
caffeine pepper calorie aspartame contains other carbonated cola than beverage low,pepper red steamed bell whole seed,"Beverages, carbonated, low calorie, other than cola or pepper, with aspartame, contains caffeine",Steamed whole red bell pepper w/o seed,14151,143,0.356,n,
drink red energy bull beverage,grain bulgur red whole,"Beverages, Energy drink, RED BULL",Red whole grain bulgur,14154,454,0.3,n,
carbonated tonic beverage water,onion,"Beverages, carbonated, tonic water",Onion,14155,749,0.266,n,
drink sugar caffeine red pantothenic free added b6 energy niacin b12 vitamin acid bull beverage,red chard steamed organic stalk cal leaf,"Beverages, Energy drink, RED BULL, sugar free, with added caffeine, niacin, pantothenic acid, vitamins B6 and B12",Steamed Red chard leaves and stalk (Cal-Organic),14156,114,0.265,n,
root carbonated beverage beer,peeled steamed beetroot,"Beverages, carbonated, root beer","Peeled, steamed beetroot",14157,104,0.337,n,
drink fortified c juice apple vitamin beverage light,apple juice,"Beverages, Apple juice drink, light, fortified with vitamin C",Apple juice,14162,235,0.483,n,
berry zero mixed powerade beverage,burger patty vegetable mixed,"Beverages, POWERADE, Zero, Mixed Berry",Mixed vegetable burger patty,14167,608,0.339,n,
milk d2 fortified sweetened a b12 calcium vitamin beverage coconut,milk coconut,"Beverages, coconut milk, sweetened, fortified with calcium, vitamins A, B12, D2",coconut milk,14171,898,0.455,,
drink light fortified e c fruit juice vitamin beverage lemonade,vegetable juice,"Beverages, Lemonade fruit juice drink light, fortified with vitamin E and C",Vegetable juice,14174,234,0.308,n,
drink milk based sweetened ready beverage coffee,brewed coffee,"Beverages, coffee, ready to drink, milk based, sweetened",brewed coffee,14179,903,0.451,n,
tea brewed beverage oolong,brewed coffee,"Beverages, tea, Oolong, brewed",brewed coffee,14185,903,0.41,n,Black tea
maid coca minute the cola company beverage lemonade,cola coca,"Beverages, The COCA-COLA company, Minute Maid, Lemonade",Coca cola,14189,765,0.422,n,
drink tea diet green ready beverage,green bean steamed,"Beverages, tea, green, ready-to-drink, diet",Steamed Green beans,14190,132,0.462,n,
cocoa powder beverage mix,cocoa powder,"Beverages, Cocoa mix, powder",Cocoa powder,14192,892,0.758,n,
cocoa sugar added powder mix beverage,cocoa powder,"Beverages, Cocoa mix, no sugar added, powder",Cocoa powder,14196,892,0.645,,
lemon tea drink sweetened black ready beverage,black tea,"Beverages, tea, black, ready-to-drink, lemon, sweetened",Black tea,14199,779,0.468,,
prepared brewed tap decaffeinated water beverage coffee,brewed coffee,"Beverages, coffee, brewed, prepared with tap water, decaffeinated",brewed coffee,14201,903,0.642,,
prepared brewed espresso decaffeinated restaurant beverage coffee,brewed coffee,"Beverages, coffee, brewed, espresso, restaurant-prepared, decaffeinated",brewed coffee,14202,903,0.564,,
coffee caffeine instant the half beverage regular,brewed coffee,"Beverages, coffee, instant, regular, half the caffeine",brewed coffee,14203,903,0.444,,
drink tea sweetened green ready beverage,green bean steamed,"Beverages, tea, green, ready-to-drink, sweetened",Steamed Green beans,14206,132,0.499,n,
lemon drink tea diet ready beverage,green bean steamed,"Beverages, tea, ready-to-drink, lemon, diet",Steamed Green beans,14207,132,0.27,n,Black tea
prepared brewed tap water beverage coffee,brewed coffee,"Beverages, coffee, brewed, prepared with tap water",brewed coffee,14209,903,0.69,,
prepared brewed espresso restaurant beverage coffee,brewed coffee,"Beverages, coffee, brewed, espresso, restaurant-prepared",brewed coffee,14210,903,0.551,,
lemon tea drink diet black ready beverage,black tea,"Beverages, tea, black, ready-to-drink, lemon, diet",Black tea,14211,779,0.48,,
coffee instant powder beverage regular,brewed coffee,"Beverages, coffee, instant, regular, powder",brewed coffee,14214,903,0.413,,
drink fortified c vera vitamin juice aloe beverage,vegetable juice,"Beverages, aloe vera juice drink, fortified with Vitamin C",Vegetable juice,14216,234,0.324,n,
instant decaffeinated powder beverage coffee,brewed coffee,"Beverages, coffee, instant, decaffeinated, powder",brewed coffee,14218,903,0.456,,
instant sweetened mocha beverage coffee,brewed coffee,"Beverages, coffee, instant, mocha, sweetened",brewed coffee,14224,903,0.428,n,
cereal powder substitute grain beverage coffee,grain oat cereal whole,"Beverages, coffee substitute, cereal grain beverage, powder",Whole grain oat cereal,14236,257,0.413,n,
prepared cereal substitute water grain beverage coffee,grain oat cereal whole,"Beverages, coffee substitute, cereal grain beverage, prepared with water",Whole grain oat cereal,14237,257,0.423,n,
alcoholic malt beer beverage lemonade hard,red chard steamed organic stalk cal leaf,"Alcoholic beverage, malt beer, hard lemonade",Steamed Red chard leaves and stalk (Cal-Organic),14239,114,0.278,n,
tea drink black ready beverage,black tea,"Beverages, tea, black, ready to drink",Black tea,14247,779,0.575,,
higher alcoholic beer alcohol beverage light,wheat spaghetti whole,"Alcoholic beverage, beer, light, higher alcohol",Whole wheat spaghetti,14248,442,0.243,n,
amber beverage cider hard,rice cereal gerber,"Beverages, AMBER, hard cider",Rice cereal (Gerber),14250,432,0.274,n,
higher alcoholic beer alcohol beverage,cherry sweet whole,"Alcoholic beverages, beer, higher alcohol",Whole sweet cherry,14251,85,0.254,n,
rose beverage alcoholic wine,organic frosted cereal flake,"Alcoholic beverages, wine, rose",Organic Frosted Flakes Cereals,14253,679,0.239,n,
tea brewed decaffeinated green beverage,brewed coffee,"Beverages, tea, green, brewed, decaffeinated",brewed coffee,14260,903,0.495,n,
drink tea unsweetened green ready beverage,pitted unsweetened prune,"Beverages, tea, green, ready to drink, unsweetened",Unsweetened pitted prunes,14261,842,0.491,n,
tea brewed green beverage regular,green bean steamed,"Beverages, tea, green, brewed, regular",Steamed Green beans,14278,132,0.444,n,
tea drink decaffeinated diet black ready beverage,black tea,"Beverages, tea, black, ready to drink, decaffeinated, diet",Black tea,14280,779,0.423,,
tea drink decaffeinated black ready beverage,black tea,"Beverages, tea, black, ready to drink, decaffeinated",Black tea,14281,779,0.445,,
drink powder flavor beverage lemonade,cocoa powder,"Beverages, lemonade-flavor drink, powder",Cocoa powder,14296,892,0.344,n,
alcoholic beer non beverage includes malt,grain oat cereal whole,"Malt beverage, includes non-alcoholic beer",Whole grain oat cereal,14305,257,0.224,n,
drink dairy based malted powder mix natural beverage,powder protein,"Beverages, Malted drink mix, natural, powder, dairy based.",Protein powder,14311,778,0.295,n,
powder chocolate ovaltine beverage malt,chocolate,"Beverages, OVALTINE, chocolate malt powder",Chocolate,14315,776,0.501,n,
powder flavor mix strawberry beverage,strawberry whole,"Strawberry-flavor beverage mix, powder",Whole strawberry,14350,83,0.599,n,
prepared tea brewed tap decaffeinated water black beverage,brewed coffee,"Beverages, tea, black, brewed, prepared with tap water, decaffeinated",brewed coffee,14352,903,0.423,n,Black tea
tea instant decaffeinated unsweetened beverage,pitted unsweetened prune,"Beverages, tea, instant, decaffeinated, unsweetened",Unsweetened pitted prunes,14353,842,0.457,n,Black tea
prepared tea brewed tap water black beverage,black tea,"Beverages, tea, black, brewed, prepared with tap water",Black tea,14355,779,0.46,,
lemon tea instant decaffeinated diet beverage,green bean steamed,"Beverages, tea, instant, decaffeinated, lemon, diet",Steamed Green beans,14356,132,0.256,n,Black tea
tea instant powder unsweetened beverage,pitted unsweetened prune,"Beverages, tea, instant, unsweetened, powder",Unsweetened pitted prunes,14366,842,0.497,n,Black tea
lemon tea instant unsweetened beverage,milk almond unsweetened,"Beverages, tea, instant, lemon, unsweetened",Unsweetened almond milk,14368,794,0.548,n,Black tea
lemon tea instant sweetened powder beverage,milk almond unsweetened,"Beverages, tea, instant, lemon, sweetened, powder",Unsweetened almond milk,14370,794,0.441,n,
lemon tea instant diet beverage,green bean steamed,"Beverages, tea, instant, lemon, diet",Steamed Green beans,14376,132,0.264,n,Black tea
tea brewed other herb chamomile than beverage,northern great bean,"Beverages, tea, herb, other than chamomile, brewed",Great Northern Beans,14381,1102,0.319,n,
drink orange powder flavor type beverage breakfast,orange slice dried,"Beverages, orange-flavor drink, breakfast type, powder",Dried orange slices,14407,533,0.366,n,
drinking water tap,freeze apple dried ring,"Water, tap, drinking",Freeze dried apple rings,14411,529,0.301,n,
liqueur proof alcoholic 53 beverage coffee,brewed coffee,"Alcoholic beverage, liqueur, coffee, 53 proof",brewed coffee,14414,903,0.381,n,
liqueur proof alcoholic 34 beverage cream coffee,brewed coffee,"Alcoholic beverage, liqueur, coffee with cream, 34 proof",brewed coffee,14415,903,0.38,n,
caffeine pepper calorie contains carbonated cola type aspartame beverage low,pepper red steamed bell whole seed,"Beverages, carbonated, low calorie, cola or pepper-type, with aspartame, contains caffeine",Steamed whole red bell pepper w/o seed,14416,143,0.377,n,
municipal water tap,red chard steamed organic stalk cal leaf,"Water, tap, municipal",Steamed Red chard leaves and stalk (Cal-Organic),14429,114,0.177,n,
drink added orange nutrient ready beverage breakfast,orange slice dried,"Beverages, orange breakfast drink, ready-to-drink, with added nutrients",Dried orange slices,14436,533,0.418,n,
performance drink o 2 quaker gatorade pepsico g ready beverage,gatorade,"Beverages, PEPSICO QUAKER, Gatorade, G performance O 2, ready-to-drink.",Gatorade,14460,780,0.433,,
lemon drink powerade coca flavored cola lime ready beverage,cola coca,"Beverages, COCA-COLA, POWERADE, lemon-lime flavored, ready-to-drink",Coca cola,14461,765,0.408,n,Gatorade
zero carbonated flavored fruit propel non beverage,flav green pac pea whole r frozen sweet,"Beverages, Propel Zero, fruit-flavored, non-carbonated",Frozen Whole Sweet Green Peas (Flav R Pac),14462,712,0.328,n,
tea brewed herb chamomile beverage,brewed coffee,"Beverages, tea, herb, brewed, chamomile",brewed coffee,14545,903,0.361,n,
soda carbonated chocolate flavored beverage,chocolate,"Carbonated beverage, chocolate-flavored soda",Chocolate,14552,776,0.54,n,
non beverage alcoholic wine,cabernet sauvignon wine,"Beverages, Wine, non-alcoholic",Cabernet Sauvignon wine,14553,782,0.264,,
water bottled generic,pear bartlett seed whole,"Water, bottled, generic",Whole Bartlett pear w/o seed,14555,34,0.253,n,
milk added powder flavor chocolate mix for nutrient beverage,chocolate milk lowfat,"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients",Lowfat chocolate milk,14557,238,0.466,n,
zero calorie assorted ion4 powerade free flavor beverage,flav green pac pea whole r frozen sweet,"Beverages, Powerade Zero Ion4, calorie-free, assorted flavors",Frozen Whole Sweet Green Peas (Flav R Pac),14599,712,0.343,n,
calorie sweetened sweetener natural flavor carbonated water fruit non bottle low,pitted unsweetened prune,"Water, non-carbonated, bottles, natural fruit flavors, sweetened with low calorie sweetener",Unsweetened pitted prunes,14604,842,0.419,n,
assorted mineral added sweetened flavor bottle water fruit vitamin beverage,flav green pac pea whole r frozen sweet,"Beverages, Water with added vitamins and minerals, bottles, sweetened, assorted fruit flavors",Frozen Whole Sweet Green Peas (Flav R Pac),14605,712,0.354,n,
drink beverage amp energy,lettuce steamed iceberg,"Beverages, Energy drink, AMP",Steamed Iceberg lettuce,14625,124,0.214,n,
drink throttle full energy beverage,cottage cheese,"Beverages, Energy drink, FULL THROTTLE",Cottage cheese,14626,244,0.221,n,
drink b6 fortified energy c b2 b12 monster vitamin b3 beverage,green bean steamed,"Beverages, Energy Drink, Monster, fortified with vitamins C, B2, B3, B6, B12",Steamed Green beans,14627,132,0.2,n,
drink sugar free amp energy beverage,sugar table,"Beverages, Energy drink, AMP, sugar free",Table sugar,14628,773,0.404,n,
rockstar drink beverage energy,curely green mustard steamed,"Beverages, Energy drink, ROCKSTAR",Steamed Curely mustard greens,14629,121,0.207,n,
drink sugar free energy rockstar beverage,sugar table,"Beverages, Energy drink, ROCKSTAR, sugar free",Table sugar,14630,773,0.387,n,
milk rice beverage unsweetened,milk almond unsweetened,"Beverages, rice milk, unsweetened",Unsweetened almond milk,14639,794,0.651,n,
drink citrus energy flavor vault beverage,flav green pac pea whole r frozen sweet,"Beverages, Energy drink, VAULT, citrus flavor",Frozen Whole Sweet Green Peas (Flav R Pac),14640,712,0.256,n,
drink zero sugar citrus free energy flavor vault beverage,flav green pac pea whole r frozen sweet,"Beverages, Energy drink, VAULT Zero, sugar-free, citrus flavor",Frozen Whole Sweet Green Peas (Flav R Pac),14641,712,0.333,n,
calorie quaker gatorade low pepsico g2 beverage,gatorade,"Beverages, PEPSICO QUAKER, Gatorade G2, low calorie",Gatorade,14644,780,0.483,n,
tea brewed beverage hibiscus,brewed coffee,"Beverages, tea, hibiscus, brewed",brewed coffee,14649,903,0.351,n,
carp raw fish,chedder sharp cheese,"Fish, carp, raw",Sharp Chedder Cheese,15008,764,0.343,n,
fish red granular caviar black,black tea,"Fish, caviar, black and red, granular",Black tea,15012,779,0.384,n,
atlantic fish dry cooked heat cod,fillet fish based plant,"Fish, cod, Atlantic, cooked, dry heat",plant based fish fillet,15016,1094,0.364,n,
atlantic fish canned liquid solid cod,fillet fish based plant,"Fish, cod, Atlantic, canned, solids and liquid",plant based fish fillet,15017,1094,0.339,n,
atlantic salted dried fish cod,fillet fish based plant,"Fish, cod, Atlantic, dried and salted",plant based fish fillet,15018,1094,0.384,n,
